director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,title_year,director_genre_actors
Darrell Roodt,Jennifer Hudson,Wendy Crewson,Aubrey Poo,Biography Drama History,Winnie Mandela,2011.0,Darrell Roodt Jennifer Hudson  Wendy Crewson Aubrey Poo Biography Drama History
Dito Montiel,Channing Tatum,Al Pacino,Tracy Morgan,Crime Drama Thriller,The Son of No One,2011.0,Dito Montiel Channing Tatum  Al Pacino Tracy Morgan Crime Drama Thriller
Stefan Ruzowitzky,Eddie Izzard,Udo Kier,Edward Fox,Action Comedy Drama War,All the Queen's Men,2001.0,Stefan Ruzowitzky Eddie Izzard  Udo Kier Edward Fox Action Comedy Drama War
Jake Paltrow,Stephen Graham,Gael Le Cornec,Keith Allen,Comedy Drama Fantasy Music Romance,The Good Night,2007.0,Jake Paltrow Stephen Graham  Gael Le Cornec Keith Allen Comedy Drama Fantasy Music Romance
Juraj Jakubisko,Anna Friel,Hans Matheson,Franco Nero,Biography Drama Fantasy History,Bathory: Countess of Blood,2008.0,Juraj Jakubisko Anna Friel  Hans Matheson Franco Nero Biography Drama Fantasy History
Anthony Silverston,Liam Neeson,Steve Buscemi,Loretta Devine,Adventure Animation Family,Khumba,2013.0,Anthony Silverston Liam Neeson  Steve Buscemi Loretta Devine Adventure Animation Family
Gabe Ibáñez,Birgitte Hjort Sørensen,Robert Forster,Melanie Griffith,Action Sci-Fi Thriller,Automata,2014.0,Gabe Ibáñez Birgitte Hjort Sørensen  Robert Forster Melanie Griffith Action Sci-Fi Thriller
Gerry Lively,Bruce Payne,Lucy Gaskell,Steven Elder,Action Adventure Fantasy,Dungeons & Dragons: Wrath of the Dragon God,2005.0,Gerry Lively Bruce Payne  Lucy Gaskell Steven Elder Action Adventure Fantasy
Daniele Luchetti,Maximilian Dirr,Rodrigo De la Serna,Ferdinando Vetere,Biography,Chiamatemi Francesco - Il Papa della gente,2015.0,Daniele Luchetti Maximilian Dirr  Rodrigo De la Serna Ferdinando Vetere Biography
Tung-Shing Yee,Bingbing Fan,Daniel Wu,Yasuaki Kurata,Action Crime Drama Thriller,Shinjuku Incident,2009.0,Tung-Shing Yee Bingbing Fan  Daniel Wu Yasuaki Kurata Action Crime Drama Thriller
Julien Temple,Samantha Morton,Dexter Fletcher,Linus Roache,Biography Drama,Pandaemonium,2000.0,Julien Temple Samantha Morton  Dexter Fletcher Linus Roache Biography Drama
Harold Ramis,Bill Murray,Chris Elliott,Willie Garson,Comedy Fantasy Romance,Groundhog Day,1993.0,Harold Ramis Bill Murray  Chris Elliott Willie Garson Comedy Fantasy Romance
Gregory Jacobs,Matt Bomer,Channing Tatum,Kevin Nash,Comedy Drama Music,Magic Mike XXL,2015.0,Gregory Jacobs Matt Bomer  Channing Tatum Kevin Nash Comedy Drama Music
Baz Luhrmann,Leonardo DiCaprio,Harold Perrineau,Brian Dennehy,Drama Romance,Romeo + Juliet,1996.0,Baz Luhrmann Leonardo DiCaprio  Harold Perrineau Brian Dennehy Drama Romance
Gilles Paquet-Brenner,Kristin Scott Thomas,Aidan Quinn,Arben Bajraktaraj,Drama War,Sarah's Key,2010.0,Gilles Paquet-Brenner Kristin Scott Thomas  Aidan Quinn Arben Bajraktaraj Drama War
Peter Cousens,Sharon Leal,David Rasche,Bart Shatto,Drama Family Music,Freedom,2014.0,Peter Cousens Sharon Leal  David Rasche Bart Shatto Drama Family Music
Clint Eastwood,Clint Eastwood,Morgan Freeman,Frances Fisher,Drama Western,Unforgiven,1992.0,Clint Eastwood Clint Eastwood  Morgan Freeman Frances Fisher Drama Western
Lars von Trier,Bryce Dallas Howard,Jeremy Davies,Jean-Marc Barr,Drama,Manderlay,2005.0,Lars von Trier Bryce Dallas Howard  Jeremy Davies Jean-Marc Barr Drama
Danny Boyle,Anil Kapoor,Saurabh Shukla,Ayush Mahesh Khedekar,Drama Romance,Slumdog Millionaire,2008.0,Danny Boyle Anil Kapoor  Saurabh Shukla Ayush Mahesh Khedekar Drama Romance
Adrian Lyne,Fred Gwynne,Lois Smith,Anne Archer,Drama Romance Thriller,Fatal Attraction,1987.0,Adrian Lyne Fred Gwynne  Lois Smith Anne Archer Drama Romance Thriller
Garry Marshall,Julia Roberts,Hector Elizondo,Jason Alexander,Comedy Romance,Pretty Woman,1990.0,Garry Marshall Julia Roberts  Hector Elizondo Jason Alexander Comedy Romance
John Blanchard,Martin Short,Andrea Martin,Joe Flaherty,Comedy,Towering Inferno            ,0.0,John Blanchard Martin Short  Andrea Martin Joe Flaherty Comedy
John Cornell,Paul Hogan,Linda Kozlowski,John Meillon,Action Adventure Comedy,Crocodile Dundee II,1988.0,John Cornell Paul Hogan  Linda Kozlowski John Meillon Action Adventure Comedy
Vidhu Vinod Chopra,María Valverde,Chris Marquette,Chad Bishop,Action Crime Drama Mystery Thriller,Broken Horses,2015.0,Vidhu Vinod Chopra María Valverde  Chris Marquette Chad Bishop Action Crime Drama Mystery Thriller
Oliver Stone,Tom Cruise,Tom Berenger,Stephen Baldwin,Biography Drama War,Born on the Fourth of July,1989.0,Oliver Stone Tom Cruise  Tom Berenger Stephen Baldwin Biography Drama War
Jon Turteltaub,Doug E. Doug,Leon,Malik Yoba,Adventure Comedy Family Sport,Cool Runnings,1993.0,Jon Turteltaub Doug E. Doug  Leon Malik Yoba Adventure Comedy Family Sport
Patrick Lussier,Jensen Ackles,Jaime King,Edi Gathegi,Horror Thriller,My Bloody Valentine,2009.0,Patrick Lussier Jensen Ackles  Jaime King Edi Gathegi Horror Thriller
Ole Bornedal,Kyra Sedgwick,Madison Davenport,Natasha Calis,Horror Thriller,The Possession,2012.0,Ole Bornedal Kyra Sedgwick  Madison Davenport Natasha Calis Horror Thriller
Ted Kotcheff,Sylvester Stallone,Brian Dennehy,Chris Mulkey,Action Adventure Drama,First Blood,1982.0,Ted Kotcheff Sylvester Stallone  Brian Dennehy Chris Mulkey Action Adventure Drama
Sylvain White,Chris Brown,Laz Alonso,Harry Lennix,Drama Music Romance,Stomp the Yard,2007.0,Sylvain White Chris Brown  Laz Alonso Harry Lennix Drama Music Romance
Lewis Gilbert,Caroline Munro,Desmond Llewelyn,Barbara Bach,Action Adventure Sci-Fi Thriller,The Spy Who Loved Me,1977.0,Lewis Gilbert Caroline Munro  Desmond Llewelyn Barbara Bach Action Adventure Sci-Fi Thriller
unknown,Amy Bruni,Steve Gonsalves,Jason Hawes,Documentary,Ghost Hunters            ,0.0,unknown Amy Bruni  Steve Gonsalves Jason Hawes Documentary
Jamie Blanks,Alicia Witt,Loretta Devine,Julian Richings,Horror Mystery Thriller,Urban Legend,1998.0,Jamie Blanks Alicia Witt  Loretta Devine Julian Richings Horror Mystery Thriller
Stephen Frears,Keanu Reeves,Peter Capaldi,Swoosie Kurtz,Drama Romance,Dangerous Liaisons,1988.0,Stephen Frears Keanu Reeves  Peter Capaldi Swoosie Kurtz Drama Romance
Tyler Perry,Eddie Cibrian,Phylicia Rashad,Jamie Kennedy,Comedy Drama Romance,Good Deeds,2012.0,Tyler Perry Eddie Cibrian  Phylicia Rashad Jamie Kennedy Comedy Drama Romance
Randal Kleiser,Seymour Cassel,Klaus Maria Brandauer,Susan Hogan,Adventure Drama,White Fang,1991.0,Randal Kleiser Seymour Cassel  Klaus Maria Brandauer Susan Hogan Adventure Drama
Bruce McCulloch,Will Ferrell,Elaine Hendrix,Molly Shannon,Comedy Romance,Superstar,1999.0,Bruce McCulloch Will Ferrell  Elaine Hendrix Molly Shannon Comedy Romance
Phyllida Lloyd,Meryl Streep,Jim Broadbent,Olivia Colman,Biography Drama History,The Iron Lady,2011.0,Phyllida Lloyd Meryl Streep  Jim Broadbent Olivia Colman Biography Drama History
Mike Nawrocki,Phil Vischer,Mike Nawrocki,Shelby Vischer,Adventure Animation Comedy Drama Family Musical,Jonah: A VeggieTales Movie,2002.0,Mike Nawrocki Phil Vischer  Mike Nawrocki Shelby Vischer Adventure Animation Comedy Drama Family Musical
John Singleton,Janet Jackson,Khandi Alexander,Maya Angelou,Drama Romance,Poetic Justice,1993.0,John Singleton Janet Jackson  Khandi Alexander Maya Angelou Drama Romance
Kevin Bray,Mike Epps,Roger Guenveur Smith,Gino Salvano,Action Comedy Crime Thriller,All About the Benjamins,2002.0,Kevin Bray Mike Epps  Roger Guenveur Smith Gino Salvano Action Comedy Crime Thriller
Wes Craven,John Witherspoon,W. Earl Brown,Allen Payne,Comedy Fantasy Horror Romance,Vampire in Brooklyn,1995.0,Wes Craven John Witherspoon  W. Earl Brown Allen Payne Comedy Fantasy Horror Romance
John Boorman,Linda Blair,Richard Burton,Ned Beatty,Horror,Exorcist II: The Heretic,1977.0,John Boorman Linda Blair  Richard Burton Ned Beatty Horror
Courtney Solomon,Sissy Spacek,James D'Arcy,Vernon Dobtcheff,Horror Mystery Thriller,An American Haunting,2005.0,Courtney Solomon Sissy Spacek  James D'Arcy Vernon Dobtcheff Horror Mystery Thriller
David Zucker,Carmen Electra,Tyler Labine,Molly Shannon,Comedy Romance,My Boss's Daughter,2003.0,David Zucker Carmen Electra  Tyler Labine Molly Shannon Comedy Romance
David Twohy,Chris Hemsworth,Milla Jovovich,Marley Shelton,Adventure Mystery Thriller,A Perfect Getaway,2009.0,David Twohy Chris Hemsworth  Milla Jovovich Marley Shelton Adventure Mystery Thriller
Rick Famuyiwa,America Ferrera,Lance Gross,Lupe Ontiveros,Comedy Romance,Our Family Wedding,2010.0,Rick Famuyiwa America Ferrera  Lance Gross Lupe Ontiveros Comedy Romance
Alan Cohn,Alyson Hannigan,Linda Cardellini,Poppy Montgomery,Comedy,Dead Man on Campus,1998.0,Alan Cohn Alyson Hannigan  Linda Cardellini Poppy Montgomery Comedy
Franco Zeffirelli,Lily Tomlin,Joan Plowright,Paolo Seganti,Comedy Drama War,Tea with Mussolini,1999.0,Franco Zeffirelli Lily Tomlin  Joan Plowright Paolo Seganti Comedy Drama War
Tom Holland,Joe Mantegna,Bethany Joy Lenz,Kari Wuhrer,Fantasy Horror,Thinner,1996.0,Tom Holland Joe Mantegna  Bethany Joy Lenz Kari Wuhrer Fantasy Horror
Martin Scorsese,Robert De Niro,Liza Minnelli,Mary Kay Place,Drama Music Musical Romance,"New York, New York",1977.0,Martin Scorsese Robert De Niro  Liza Minnelli Mary Kay Place Drama Music Musical Romance
Spike Lee,Alfre Woodard,Delroy Lindo,Isaiah Washington,Comedy Drama,Crooklyn,1994.0,Spike Lee Alfre Woodard  Delroy Lindo Isaiah Washington Comedy Drama
Chris Rock,Steve Buscemi,Eliza Coupe,Wendell Pierce,Comedy Drama Romance,I Think I Love My Wife,2007.0,Chris Rock Steve Buscemi  Eliza Coupe Wendell Pierce Comedy Drama Romance
James Isaac,Peter Mensah,Kane Hodder,Lexa Doig,Action Horror Sci-Fi Thriller,Jason X,2001.0,James Isaac Peter Mensah  Kane Hodder Lexa Doig Action Horror Sci-Fi Thriller
Shawn Levy,Frankie Muniz,Donald Faison,Lee Majors,Adventure Comedy Family,Big Fat Liar,2002.0,Shawn Levy Frankie Muniz  Donald Faison Lee Majors Adventure Comedy Family
Emilio Estevez,Anthony Hopkins,Nick Cannon,Brian Geraghty,Drama History,Bobby,2006.0,Emilio Estevez Anthony Hopkins  Nick Cannon Brian Geraghty Drama History
Mark Waters,Monica Potter,Ivana Milicevic,China Chow,Comedy Mystery Romance,Head Over Heels,2001.0,Mark Waters Monica Potter  Ivana Milicevic China Chow Comedy Mystery Romance
Josh Schwartz,Thomas McDonell,Jackson Nicoll,Osric Chau,Adventure Comedy,Fun Size,2012.0,Josh Schwartz Thomas McDonell  Jackson Nicoll Osric Chau Adventure Comedy
Julian Schnabel,Emmanuelle Seigner,Mathieu Amalric,Isaach De Bankolé,Biography Drama,The Diving Bell and the Butterfly,2007.0,Julian Schnabel Emmanuelle Seigner  Mathieu Amalric Isaach De Bankolé Biography Drama
Todd Field,Kate Winslet,Noah Emmerich,Jane Adams,Drama Romance,Little Children,2006.0,Todd Field Kate Winslet  Noah Emmerich Jane Adams Drama Romance
Davis Guggenheim,Norman Reedus,Sharon Lawrence,Noam Jenkins,Drama Mystery Thriller,Gossip,2000.0,Davis Guggenheim Norman Reedus  Sharon Lawrence Noam Jenkins Drama Mystery Thriller
Tony Goldwyn,Viggo Mortensen,Julie Kavner,Tovah Feldshuh,Drama,A Walk on the Moon,1999.0,Tony Goldwyn Viggo Mortensen  Julie Kavner Tovah Feldshuh Drama
Phillip Noyce,Derek Luke,Terry Pheto,Bonnie Henna,Biography Drama History,Catch a Fire,2006.0,Phillip Noyce Derek Luke  Terry Pheto Bonnie Henna Biography Drama History
Stephen Carpenter,Melissa Sagemiller,Angela Featherstone,Candace Kroslak,Drama Horror Mystery Thriller,Soul Survivors,2001.0,Stephen Carpenter Melissa Sagemiller  Angela Featherstone Candace Kroslak Drama Horror Mystery Thriller
James Ivory,Seth Gilliam,Todd Boyce,Nigel Whitmey,Biography Drama History Romance,Jefferson in Paris,1995.0,James Ivory Seth Gilliam  Todd Boyce Nigel Whitmey Biography Drama History Romance
Stephan Elliott,Colin Firth,Kristin Scott Thomas,Kris Marshall,Comedy Romance,Easy Virtue,2008.0,Stephan Elliott Colin Firth  Kristin Scott Thomas Kris Marshall Comedy Romance
James Fargo,Christopher Lee,Joseph Cotten,Behrouz Vossoughi,Action Adventure History,Caravans,1978.0,James Fargo Christopher Lee  Joseph Cotten Behrouz Vossoughi Action Adventure History
Mike Leigh,Lesley Manville,Ruth Sheen,Karl Johnson,Biography Drama History,Mr. Turner,2014.0,Mike Leigh Lesley Manville  Ruth Sheen Karl Johnson Biography Drama History
Alain Resnais,Mathieu Amalric,Sara Forestier,Edouard Baer,Drama Romance,Wild Grass,2009.0,Alain Resnais Mathieu Amalric  Sara Forestier Edouard Baer Drama Romance
Costa-Gavras,Sebastian Koch,Mathieu Kassovitz,Ulrich Mühe,Biography Crime Drama War,Amen.,2002.0,Costa-Gavras Sebastian Koch  Mathieu Kassovitz Ulrich Mühe Biography Crime Drama War
Chao-Bin Su,Woo-sung Jung,Shawn Yue,Kelly Lin,Action,Reign of Assassins,2010.0,Chao-Bin Su Woo-sung Jung  Shawn Yue Kelly Lin Action
Neil Burger,John Heard,Katherine LaNasa,Mark L. Young,Comedy Drama War,The Lucky Ones,2008.0,Neil Burger John Heard  Katherine LaNasa Mark L. Young Comedy Drama War
Kenneth Lonergan,Matt Damon,Kieran Culkin,John Gallagher Jr.,Drama,Margaret,2011.0,Kenneth Lonergan Matt Damon  Kieran Culkin John Gallagher Jr. Drama
Bo Zenga,Steve Howey,Kenan Thompson,Diora Baird,Comedy Horror,Stan Helsing,2009.0,Bo Zenga Steve Howey  Kenan Thompson Diora Baird Comedy Horror
Rob Reiner,Madeline Carroll,Rebecca De Mornay,Aidan Quinn,Comedy Drama Romance,Flipped,2010.0,Rob Reiner Madeline Carroll  Rebecca De Mornay Aidan Quinn Comedy Drama Romance
Ang Lee,Jake Gyllenhaal,Heath Ledger,Anne Hathaway,Drama Romance,Brokeback Mountain,2005.0,Ang Lee Jake Gyllenhaal  Heath Ledger Anne Hathaway Drama Romance
Jonathan Liebesman,Noel Fisher,Danny Woodburn,Jeremy Howard,Action Adventure Comedy Sci-Fi,Teenage Mutant Ninja Turtles,2014.0,Jonathan Liebesman Noel Fisher  Danny Woodburn Jeremy Howard Action Adventure Comedy Sci-Fi
Amy Heckerling,Donald Faison,Dan Hedaya,Elisa Donovan,Comedy Romance,Clueless,1995.0,Amy Heckerling Donald Faison  Dan Hedaya Elisa Donovan Comedy Romance
Todd Haynes,Dennis Quaid,Celia Weston,Michael Gaston,Drama Romance,Far from Heaven,2002.0,Todd Haynes Dennis Quaid  Celia Weston Michael Gaston Drama Romance
Steve Pink,Adam Scott,Gillian Jacobs,Collette Wolfe,Comedy Sci-Fi,Hot Tub Time Machine 2,2015.0,Steve Pink Adam Scott  Gillian Jacobs Collette Wolfe Comedy Sci-Fi
unknown,Krystyna Janda,Olaf Lubaszenko,Olgierd Lukaszewicz,Drama,Dekalog            ,0.0,unknown Krystyna Janda  Olaf Lubaszenko Olgierd Lukaszewicz Drama
Philip Kaufman,Kate Winslet,Stephen Marcus,Amelia Warner,Biography Drama,Quills,2000.0,Philip Kaufman Kate Winslet  Stephen Marcus Amelia Warner Biography Drama
Martin McDonagh,Abbie Cornish,Gabourey Sidibe,Michael Stuhlbarg,Comedy Crime,Seven Psychopaths,2012.0,Martin McDonagh Abbie Cornish  Gabourey Sidibe Michael Stuhlbarg Comedy Crime
Kasi Lemmons,Colm Feore,Tamara Tunie,Aunjanue Ellis,Crime Drama Music Mystery Thriller,The Caveman's Valentine,2001.0,Kasi Lemmons Colm Feore  Tamara Tunie Aunjanue Ellis Crime Drama Music Mystery Thriller
unknown,Jacek Koman,Marian Dziedziel,Jaroslaw Boberek,Action Crime Drama Thriller,The Border            ,0.0,unknown Jacek Koman  Marian Dziedziel Jaroslaw Boberek Action Crime Drama Thriller
Oliver Hirschbiegel,Thomas Kretschmann,Bruno Ganz,Alexandra Maria Lara,Biography Drama History War,Downfall,2004.0,Oliver Hirschbiegel Thomas Kretschmann  Bruno Ganz Alexandra Maria Lara Biography Drama History War
Alejandro Amenábar,Belén Rueda,Lola Dueñas,Tamar Novas,Biography Drama Romance,The Sea Inside,2004.0,Alejandro Amenábar Belén Rueda  Lola Dueñas Tamar Novas Biography Drama Romance
Jonathan Glazer,Scarlett Johansson,Paul Brannigan,Alison Chand,Drama Horror Sci-Fi Thriller,Under the Skin,2013.0,Jonathan Glazer Scarlett Johansson  Paul Brannigan Alison Chand Drama Horror Sci-Fi Thriller
Barry Levinson,Robin Williams,J.T. Walsh,Bruno Kirby,Biography Comedy Drama War,"Good Morning, Vietnam",1987.0,Barry Levinson Robin Williams  J.T. Walsh Bruno Kirby Biography Comedy Drama War
Hyung-rae Shim,Jason Mewes,Stephanie Danielson,Michael Rispoli,Comedy,The Last Godfather,2010.0,Hyung-rae Shim Jason Mewes  Stephanie Danielson Michael Rispoli Comedy
Jon M. Chu,Usher Raymond,Sean Kingston,Boys II Men,Documentary Music,Justin Bieber: Never Say Never,2011.0,Jon M. Chu Usher Raymond  Sean Kingston Boys II Men Documentary Music
Darren Aronofsky,Natalie Portman,Mila Kunis,Mark Margolis,Drama Thriller,Black Swan,2010.0,Darren Aronofsky Natalie Portman  Mila Kunis Mark Margolis Drama Thriller
José Padilha,Gary Oldman,Abbie Cornish,Jennifer Ehle,Action Crime Sci-Fi Thriller,RoboCop,2014.0,José Padilha Gary Oldman  Abbie Cornish Jennifer Ehle Action Crime Sci-Fi Thriller
Francis Ford Coppola,Robert De Niro,Al Pacino,Robert Duvall,Crime Drama,The Godfather: Part II,1974.0,Francis Ford Coppola Robert De Niro  Al Pacino Robert Duvall Crime Drama
Thomas Carter,Sean Patrick Thomas,Terry Kinney,Fredro Starr,Drama Music Romance,Save the Last Dance,2001.0,Thomas Carter Sean Patrick Thomas  Terry Kinney Fredro Starr Drama Music Romance
Renny Harlin,Tuesday Knight,Rodney Eastman,Brooke Bundy,Fantasy Horror Thriller,A Nightmare on Elm Street 4: The Dream Master,1988.0,Renny Harlin Tuesday Knight  Rodney Eastman Brooke Bundy Fantasy Horror Thriller
Patricia Riggen,Jennifer Garner,Brighton Sharbino,Martin Henderson,Drama,Miracles from Heaven,2016.0,Patricia Riggen Jennifer Garner  Brighton Sharbino Martin Henderson Drama
Danny Leiner,Jennifer Garner,Mary Lynn Rajskub,Marla Sokoloff,Comedy Mystery,"Dude, Where's My Car?",2000.0,Danny Leiner Jennifer Garner  Mary Lynn Rajskub Marla Sokoloff Comedy Mystery
Christopher Cain,Jack Palance,Patrick Wayne,Brian Keith,Action Crime Drama Thriller Western,Young Guns,1988.0,Christopher Cain Jack Palance  Patrick Wayne Brian Keith Action Crime Drama Thriller Western
Theodore Melfi,Bill Murray,Naomi Watts,Reg E. Cathey,Comedy Drama,St. Vincent,2014.0,Theodore Melfi Bill Murray  Naomi Watts Reg E. Cathey Comedy Drama
Steve Pink,Joe Lo Truglio,Regina Hall,Bryan Callen,Comedy Romance,About Last Night,2014.0,Steve Pink Joe Lo Truglio  Regina Hall Bryan Callen Comedy Romance
Gil Junger,Joseph Gordon-Levitt,Heath Ledger,Andrew Keegan,Comedy Drama Romance,10 Things I Hate About You,1999.0,Gil Junger Joseph Gordon-Levitt  Heath Ledger Andrew Keegan Comedy Drama Romance
Ed Decter,Zooey Deschanel,Eddie Griffin,Gene Simmons,Comedy,The New Guy,2002.0,Ed Decter Zooey Deschanel  Eddie Griffin Gene Simmons Comedy
Gene Quintano,Jon Lovitz,Lin Shaye,Bill Nunn,Action Comedy Crime,Loaded Weapon 1,1993.0,Gene Quintano Jon Lovitz  Lin Shaye Bill Nunn Action Comedy Crime
Jaume Collet-Serra,Óscar Jaenada,Brett Cullen,Sedona Legge,Drama Horror Thriller,The Shallows,2016.0,Jaume Collet-Serra Óscar Jaenada  Brett Cullen Sedona Legge Drama Horror Thriller
Eric Bress,Logan Lerman,Eric Stoltz,Cameron Bright,Sci-Fi Thriller,The Butterfly Effect,2004.0,Eric Bress Logan Lerman  Eric Stoltz Cameron Bright Sci-Fi Thriller
Chris Koch,Chris Elliott,Mark Webber,Jean Smart,Adventure Comedy Family,Snow Day,2000.0,Chris Koch Chris Elliott  Mark Webber Jean Smart Adventure Comedy Family
Preston A. Whitmore II,Mekhi Phifer,Chris Brown,Loretta Devine,Comedy Drama Romance,This Christmas,2007.0,Preston A. Whitmore II Mekhi Phifer  Chris Brown Loretta Devine Comedy Drama Romance
Bob Clark,Kathleen Turner,Dom DeLuise,Ruby Dee,Comedy Crime Family Sci-Fi,Baby Geniuses,1999.0,Bob Clark Kathleen Turner  Dom DeLuise Ruby Dee Comedy Crime Family Sci-Fi
Kirk Wong,Bokeem Woodbine,Elliott Gould,Antonio Sabato Jr.,Action Comedy Crime Thriller,The Big Hit,1998.0,Kirk Wong Bokeem Woodbine  Elliott Gould Antonio Sabato Jr. Action Comedy Crime Thriller
Bronwen Hughes,Gregory Smith,Eartha Kitt,Charlotte Sullivan,Comedy Drama Family,Harriet the Spy,1996.0,Bronwen Hughes Gregory Smith  Eartha Kitt Charlotte Sullivan Comedy Drama Family
John Lafia,Jenny Agutter,Beth Grant,Greg Germann,Fantasy Horror,Child's Play 2,1990.0,John Lafia Jenny Agutter  Beth Grant Greg Germann Fantasy Horror
Sam Miller,Leslie Bibb,Kate del Castillo,Henry Simmons,Crime Thriller,No Good Deed,2014.0,Sam Miller Leslie Bibb  Kate del Castillo Henry Simmons Crime Thriller
Frank Darabont,Toby Jones,Alexa Davalos,Jeffrey DeMunn,Horror,The Mist,2007.0,Frank Darabont Toby Jones  Alexa Davalos Jeffrey DeMunn Horror
Alex Garland,Elina Alminas,Sonoya Mizuno,Corey Johnson,Drama Mystery Sci-Fi Thriller,Ex Machina,2015.0,Alex Garland Elina Alminas  Sonoya Mizuno Corey Johnson Drama Mystery Sci-Fi Thriller
Spike Jonze,Willie Garson,Orson Bean,Mary Kay Place,Comedy Drama Fantasy,Being John Malkovich,1999.0,Spike Jonze Willie Garson  Orson Bean Mary Kay Place Comedy Drama Fantasy
Mark Brown,Mo'Nique,Vivica A. Fox,Tamala Jones,Comedy Romance,Two Can Play That Game,2001.0,Mark Brown Mo'Nique  Vivica A. Fox Tamala Jones Comedy Romance
Dave Green,Teo Halm,Ella Wahlestedt,Jason Gray-Stanford,Adventure Family Sci-Fi,Earth to Echo,2014.0,Dave Green Teo Halm  Ella Wahlestedt Jason Gray-Stanford Adventure Family Sci-Fi
John Stockwell,Kirsten Dunst,Jay Hernandez,Rolando Molina,Drama Romance,Crazy/Beautiful,2001.0,John Stockwell Kirsten Dunst  Jay Hernandez Rolando Molina Drama Romance
Clint Eastwood,Yuki Matsuzaki,Kazunari Ninomiya,Shidô Nakamura,Drama History War,Letters from Iwo Jima,2006.0,Clint Eastwood Yuki Matsuzaki  Kazunari Ninomiya Shidô Nakamura Drama History War
Michael Polish,J.K. Simmons,Virginia Madsen,Bruce Dern,Adventure Drama Sci-Fi,The Astronaut Farmer,2006.0,Michael Polish J.K. Simmons  Virginia Madsen Bruce Dern Adventure Drama Sci-Fi
Daisy von Scherler Mayer,LL Cool J,Jada Pinkett Smith,Dave Chappelle,Comedy Romance,Woo,1998.0,Daisy von Scherler Mayer LL Cool J  Jada Pinkett Smith Dave Chappelle Comedy Romance
Lenny Abrahamson,Joan Allen,Jacob Tremblay,Cas Anvar,Drama,Room,2015.0,Lenny Abrahamson Joan Allen  Jacob Tremblay Cas Anvar Drama
Bob Saget,Don Rickles,Jack Warden,Traylor Howard,Comedy,Dirty Work,1998.0,Bob Saget Don Rickles  Jack Warden Traylor Howard Comedy
John Waters,Kathleen Turner,Sam Waterston,Traci Lords,Comedy Crime Thriller,Serial Mom,1994.0,John Waters Kathleen Turner  Sam Waterston Traci Lords Comedy Crime Thriller
Andrew Fleming,Ryan Reynolds,Will Ferrell,Kirsten Dunst,Comedy,Dick,1999.0,Andrew Fleming Ryan Reynolds  Will Ferrell Kirsten Dunst Comedy
Niels Arden Oplev,Michael Nyqvist,David Dencik,Lena Endre,Action Crime Mystery Thriller,Del 1 - Män som hatar kvinnor            ,0.0,Niels Arden Oplev Michael Nyqvist  David Dencik Lena Endre Action Crime Mystery Thriller
Craig Bolotin,Rosario Dawson,Vanessa Williams,Robert Ri'chard,Drama Thriller,Light It Up,1999.0,Craig Bolotin Rosario Dawson  Vanessa Williams Robert Ri'chard Drama Thriller
Mark Christopher,Salma Hayek,Ellen Albertini Dow,Sela Ward,Drama Music,54,1998.0,Mark Christopher Salma Hayek  Ellen Albertini Dow Sela Ward Drama Music
Blair Hayes,Jake Gyllenhaal,Geoffrey Arend,Marley Shelton,Adventure Comedy Romance Sci-Fi,Bubble Boy,2001.0,Blair Hayes Jake Gyllenhaal  Geoffrey Arend Marley Shelton Adventure Comedy Romance Sci-Fi
Jez Butterworth,Mark Gatiss,Mathieu Kassovitz,Ben Chaplin,Comedy Crime Thriller,Birthday Girl,2001.0,Jez Butterworth Mark Gatiss  Mathieu Kassovitz Ben Chaplin Comedy Crime Thriller
Jon Lucas,Justin Chon,Josie Loren,Sarah Wright,Comedy,21 & Over,2013.0,Jon Lucas Justin Chon  Josie Loren Sarah Wright Comedy
Olivier Assayas,Steve Buscemi,Miranda Richardson,Catalina Sandino Moreno,Comedy Drama Romance,"Paris, je t'aime",2006.0,Olivier Assayas Steve Buscemi  Miranda Richardson Catalina Sandino Moreno Comedy Drama Romance
Rod Lurie,Harry Lennix,Kathryn Morris,Peter Coyote,Drama Sport,Resurrecting the Champ,2007.0,Rod Lurie Harry Lennix  Kathryn Morris Peter Coyote Drama Sport
Paul Weitz,Tina Fey,Sarita Choudhury,Christopher Evan Welch,Comedy Drama Romance,Admission,2013.0,Paul Weitz Tina Fey  Sarita Choudhury Christopher Evan Welch Comedy Drama Romance
Patrice Leconte,Emir Kusturica,Daniel Auteuil,Yves Jacques,Drama Romance,The Widow of Saint-Pierre,2000.0,Patrice Leconte Emir Kusturica  Daniel Auteuil Yves Jacques Drama Romance
Atom Egoyan,Liam Neeson,Meghan Heffern,Natalie Lisinska,Drama Mystery Romance Thriller,Chloe,2009.0,Atom Egoyan Liam Neeson  Meghan Heffern Natalie Lisinska Drama Mystery Romance Thriller
Paul Mazursky,Chazz Palminteri,Ryan O'Neal,Paul Mazursky,Comedy Crime Drama,Faithful,1996.0,Paul Mazursky Chazz Palminteri  Ryan O'Neal Paul Mazursky Comedy Crime Drama
Jim Sheridan,Natalie Portman,Jake Gyllenhaal,Ethan Suplee,Drama Thriller,Brothers,2009.0,Jim Sheridan Natalie Portman  Jake Gyllenhaal Ethan Suplee Drama Thriller
